"Date & Time","Temp - C","Hum - %","Wind Speed - km/h","Wind Direction","Barometer - hPa","Rain - mm","Rain Rate - mm","Solar Rad - W/m^2","ET - mm"
"29/1/19 21:00","0.9","75.0","3.2","SE","959.4","0.0","0.0","0","0.03"
"29/1/19 22:00","-0.6","77.0","3.2","E","959.4","0.0","0.0","0","0.03"
"29/1/19 23:00","-0.4","77.0","3.2","E","961.0","0.0","0.0","0","0.03"
"30/1/19 00:00","-0.8","77.0","3.2","E","961.9","0.0","0.0","0","0.03"
"30/1/19 01:00","-1.7","78.0","1.6","ESE","962.2","0.0","0.0","0","0.00"
"30/1/19 02:00","-1.3","78.0","3.2","ESE","963.3","0.0","0.0","0","0.00"
"30/1/19 03:00","-1.5","77.0","3.2","NE","964.3","0.0","0.0","0","0.00"
"30/1/19 04:00","-1.1","78.0","1.6","SE","965.1","0.0","0.0","0","0.00"
"30/1/19 05:00","-2.0","79.0","3.2","E","964.5","0.0","0.0","0","0.00"
"30/1/19 06:00","-2.0","79.0","1.6","E","965.7","0.0","0.0","0","0.00"
"30/1/19 07:00","-1.8","80.0","1.6","SE","966.2","0.0","0.0","0","0.00"
"30/1/19 08:00","-1.4","81.0","1.6","NE","967.8","0.0","0.0","6","0.00"
"30/1/19 09:00","-1.2","80.0","1.6","S","969.9","0.0","0.0","50","0.03"
"30/1/19 10:00","0.1","79.0","1.6","SSW","971.4","0.0","0.0","186","0.08"
"30/1/19 11:00","1.6","76.0","1.6","WNW","969.4","0.0","0.0","248","0.10"
"30/1/19 12:00","2.8","76.0","1.6","SSW","966.9","0.0","0.0","186","0.08"
"30/1/19 13:00","6.2","57.0","9.7","SE","969.4","0.0","0.0","155","0.10"
"30/1/19 14:00","7.1","55.0","9.7","SSE","969.0","0.0","0.0","213","0.13"
"30/1/19 15:00","6.6","63.0","6.4","SE","963.3","0.0","0.0","90","0.08"
"30/1/19 16:00","5.6","69.0","8.0","WSW","962.5","0.0","0.0","156","0.10"
"30/1/19 17:00","4.7","73.0","4.8","SW","956.8","0.0","0.0","35","0.03"
"30/1/19 18:00","4.0","74.0","3.2","NE","955.4","0.0","0.0","1","0.00"
"30/1/19 19:00","3.9","73.0","4.8","NE","956.8","0.0","0.0","0","0.03"
"30/1/19 20:00","3.9","75.0","3.2","NE","958.6","0.0","0.0","0","0.03"
"30/1/19 21:00","3.7","73.0","6.4","S","958.6","0.4","0.0","0","0.03"
"30/1/19 22:00","2.8","77.0","3.2","WSW","959.2","0.0","0.0","0","0.03"
"30/1/19 23:00","2.9","76.0","4.8","ESE","959.9","0.0","0.0","0","0.03"
"31/1/19 00:00","2.3","77.0","3.2","SSE","960.1","0.0","0.0","0","0.03"
"31/1/19 01:00","2.7","76.0","3.2","SSE","961.9","0.0","0.0","0","0.03"
"31/1/19 02:00","2.4","78.0","0.0","--","962.5","0.4","0.0","0","0.00"
"31/1/19 03:00","2.1","78.0","1.6","E","962.9","0.2","0.8","0","0.03"
"31/1/19 04:00","2.2","78.0","1.6","N","964.3","0.0","0.0","0","0.03"
"31/1/19 05:00","2.4","75.0","3.2","SW","965.2","0.0","0.0","0","0.03"
"31/1/19 06:00","1.7","77.0","3.2","SW","963.3","0.0","0.0","0","0.03"
"31/1/19 07:00","0.9","77.0","1.6","SE","962.1","0.0","0.0","0","0.03"
"31/1/19 08:00","1.3","75.0","3.2","ENE","965.5","0.0","0.0","5","0.00"
"31/1/19 09:00","1.8","75.0","3.2","SE","969.5","0.0","0.0","34","0.03"
"31/1/19 10:00","3.0","71.0","3.2","SE","972.3","0.0","0.0","58","0.03"
"31/1/19 11:00","3.7","70.0","3.2","S","972.3","0.0","0.0","73","0.03"
"31/1/19 12:00","5.7","66.0","4.8","E","977.3","0.2","0.0","130","0.08"
"31/1/19 13:00","7.4","60.0","3.2","WSW","969.6","0.0","0.0","259","0.13"
"31/1/19 14:00","9.9","56.0","6.4","SSW","968.7","0.0","0.0","525","0.25"
"31/1/19 15:00","9.4","55.0","17.7","S","967.8","0.0","0.0","376","0.25"
"31/1/19 16:00","8.9","60.0","12.9","S","960.8","0.0","0.0","194","0.15"
"31/1/19 17:00","7.3","68.0","11.3","SSW","957.7","0.0","0.0","48","0.05"
"31/1/19 18:00","7.3","68.0","4.8","S","958.9","0.0","0.0","1","0.03"
"31/1/19 19:00","6.8","69.0","3.2","SW","959.9","0.0","0.0","0","0.03"
"31/1/19 20:00","7.0","69.0","6.4","ENE","962.8","0.0","0.0","0","0.03"
"31/1/19 21:00","8.4","60.0","4.8","SE","966.1","0.0","0.0","0","0.03"
"31/1/19 22:00","8.3","60.0","4.8","SSE","966.7","0.0","0.0","0","0.05"
"31/1/19 23:00","8.7","62.0","3.2","SE","968.2","0.0","0.0","0","0.03"
"1/2/19 00:00","6.9","72.0","3.2","WNW","966.0","0.0","0.0","0","0.03"
"1/2/19 01:00","7.3","72.0","4.8","NNE","967.2","0.0","0.0","0","0.03"
"1/2/19 02:00","8.1","73.0","3.2","NE","968.5","0.0","0.0","0","0.03"
"1/2/19 03:00","8.2","73.0","3.2","WSW","968.8","0.0","0.0","0","0.03"
"1/2/19 04:00","8.4","74.0","3.2","NE","968.9","0.0","0.0","0","0.03"
"1/2/19 05:00","9.2","73.0","3.2","NNE","970.3","0.0","0.0","0","0.03"
"1/2/19 06:00","10.1","71.0","3.2","N","971.5","0.0","0.0","0","0.03"
"1/2/19 07:00","10.6","71.0","3.2","NE","971.0","0.0","0.0","0","0.03"
"1/2/19 08:00","11.1","72.0","1.6","ENE","970.2","0.0","0.0","2","0.00"
"1/2/19 09:00","10.7","75.0","3.2","WNW","970.2","0.2","0.0","27","0.03"
"1/2/19 10:00","12.3","70.0","11.3","S","972.2","0.2","0.0","38","0.05"
"1/2/19 11:00","12.8","69.0","19.3","S","972.7","0.0","0.0","88","0.10"
"1/2/19 12:00","14.2","66.0","22.5","S","977.4","0.0","0.0","218","0.20"
"1/2/19 13:00","13.4","68.0","16.1","S","967.0","0.2","0.0","173","0.15"
"1/2/19 14:00","13.4","65.0","12.9","S","966.5","0.2","0.0","83","0.10"
"1/2/19 15:00","13.0","66.0","17.7","S","964.9","0.2","0.0","46","0.10"
"1/2/19 16:00","14.0","60.0","22.5","S","968.3","0.0","0.0","50","0.13"
"1/2/19 17:00","13.7","59.0","29.0","SSW","965.9","0.0","0.0","9","0.13"
"1/2/19 18:00","13.9","57.0","25.7","S","966.7","0.0","0.0","1","0.13"
"1/2/19 19:00","13.6","59.0","17.7","S","964.5","0.0","0.0","0","0.10"
"1/2/19 20:00","13.3","60.0","17.7","S","964.1","0.0","0.0","0","0.10"
"1/2/19 21:00","12.9","61.0","12.9","S","962.8","0.0","0.0","0","0.08"
"1/2/19 22:00","13.1","59.0","14.5","S","965.6","0.0","0.0","0","0.08"
"1/2/19 23:00","13.2","58.0","16.1","S","964.7","0.0","0.0","0","0.08"
"2/2/19 00:00","13.5","57.0","19.3","S","965.4","0.6","1.2","0","0.10"
"2/2/19 01:00","12.4","64.0","16.1","S","962.6","0.2","0.0","0","0.08"
"2/2/19 02:00","12.0","64.0","16.1","S","962.3","0.2","0.0","0","0.08"
"2/2/19 03:00","11.6","67.0","12.9","SSE","961.6","0.6","1.4","0","0.05"
"2/2/19 04:00","11.9","69.0","14.5","S","963.1","1.2","2.6","0","0.05"
"2/2/19 05:00","12.5","65.0","12.9","S","963.6","1.2","2.8","0","0.05"
"2/2/19 06:00","13.8","59.0","19.3","SSE","967.7","0.0","0.0","0","0.10"
"2/2/19 07:00","12.5","66.0","12.9","S","963.3","0.2","0.0","0","0.08"
"2/2/19 08:00","12.9","62.0","4.8","NNE","963.4","0.0","0.0","7","0.03"
"2/2/19 09:00","13.3","61.0","16.1","SSE","966.2","0.2","0.0","75","0.13"
"2/2/19 10:00","13.6","60.0","12.9","S","967.9","0.0","0.0","150","0.13"
"2/2/19 11:00","12.3","65.0","16.1","S","963.8","0.2","0.0","84","0.10"
"2/2/19 12:00","11.1","74.0","6.4","S","962.5","1.6","2.4","46","0.05"
"2/2/19 13:00","10.7","74.0","3.2","NE","962.1","1.8","3.2","45","0.03"
"2/2/19 14:00","10.2","76.0","3.2","NE","961.8","2.6","5.0","29","0.03"
"2/2/19 15:00","9.9","77.0","3.2","NNW","962.0","3.8","9.4","34","0.03"
"2/2/19 16:00","9.3","77.0","3.2","NNW","961.2","3.2","12.2","14","0.03"
"2/2/19 17:00","8.9","77.0","3.2","NNW","960.9","1.6","9.2","7","0.03"
"2/2/19 18:00","8.3","77.0","3.2","ENE","960.3","2.2","10.2","0","0.00"
"2/2/19 19:00","7.8","77.0","3.2","E","959.9","2.0","4.4","0","0.03"
"2/2/19 20:00","8.3","70.0","4.8","ESE","960.0","0.6","1.6","0","0.03"
"2/2/19 21:00","7.5","77.0","1.6","SE","960.2","1.2","3.6","0","0.03"
"2/2/19 22:00","7.3","78.0","1.6","WSW","961.2","3.8","10.2","0","0.03"
"2/2/19 23:00","6.6","78.0","1.6","E","960.9","1.6","5.2","0","0.03"
"3/2/19 00:00","6.2","77.0","3.2","E","960.9","1.0","2.0","0","0.03"
"3/2/19 01:00","5.9","78.0","3.2","E","961.8","1.4","4.0","0","0.03"
"3/2/19 02:00","5.9","79.0","1.6","E","962.6","3.0","7.2","0","0.03"
"3/2/19 03:00","5.4","78.0","1.6","ESE","962.6","1.2","7.2","0","0.03"
"3/2/19 04:00","5.6","78.0","3.2","SE","962.2","0.2","2.4","0","0.03"
"3/2/19 05:00","5.7","77.0","3.2","E","963.6","0.0","0.0","0","0.03"
"3/2/19 06:00","5.9","77.0","1.6","NE","964.3","0.0","0.0","0","0.03"
"3/2/19 07:00","6.1","75.0","1.6","ESE","965.7","0.4","1.2","0","0.03"
"3/2/19 08:00","5.7","78.0","1.6","NE","966.0","0.8","2.2","4","0.00"
"3/2/19 09:00","5.9","79.0","3.2","SSE","967.1","0.6","1.0","20","0.03"
"3/2/19 10:00","9.3","65.0","4.8","SW","967.7","0.2","0.8","355","0.18"
"3/2/19 11:00","9.6","61.0","4.8","SSE","969.6","0.0","0.0","260","0.15"
"3/2/19 12:00","10.6","59.0","12.9","S","968.8","0.0","0.0","476","0.28"
"3/2/19 13:00","9.6","63.0","12.9","SSE","961.0","0.0","0.0","235","0.18"
"3/2/19 14:00","9.3","62.0","9.7","SW","962.4","0.2","0.0","205","0.13"
"3/2/19 15:00","9.5","57.0","11.3","SSE","962.1","0.0","0.0","146","0.13"
"3/2/19 16:00","8.4","69.0","8.0","S","960.9","0.0","0.0","36","0.05"
"3/2/19 17:00","6.9","76.0","4.8","SSE","960.3","1.2","4.0","31","0.03"
